id,AcceptedAnswerId,perguntas,respostas,idResp
"134724","134729","<p>Preciso que o javascript preencha automaticamente em um <code>&lt;input type=""hidden"" /&gt;</code> com a data atual, e outro com 15 dias após a data atual. </p>

<p>Será usado para data de emissão de um boleto e o outro para a data de vencimento do boleto, e preciso que o formato seja <code>aaaammdd</code>.</p>

<pre><code>&lt;input name=""dataEmissao"" type=""hidden"" /&gt;
&lt;script&gt;
   ????????????????
&lt;/script&gt;
</code></pre>

<p>e </p>

<pre><code>&lt;input name=""dataVencimentoTit"" type=""hidden"" /&gt;
&lt;script&gt;
    ????????????????
&lt;/script&gt;
</code></pre>

<blockquote>
  <p>Obs: não pode ser PHP, pois estou usando este código dentro de um code
  block do theme, no WordPress. Lá dentro não funciona código PHP, só
  JavaScript.</p>
</blockquote>
","<p>Como fazer setar uma data num input e outra, quinze dias depois noutro? </p>

<p>Os passos que precisas seguir são:</p>

<ul>
<li>criar um objeto data com o dia de inicio</li>
<li>criar um novo objeto data com mais <code>1296e6</code> ms que o outro (porque o JavaScript trabalha em milisegundos)</li>
<li>ter uma função para formatar a string de saída, neste caso <code>YYYYMMDD</code></li>
<li>ir ao DOM ""buscar"" os elementos e setar o seu <code>.value</code></li>
</ul>

<p>Na prática:</p>

<pre><code>function pad(s) {
    return (s &lt; 10) ? '0' + s : s;
}

function formatarData(d) {
    return [d.getFullYear(), d.getMonth() - 1, d.getDate()].map(pad).join('');
}

var emissao = document.querySelector('input[name=""dataEmissao""]');
var vencimento = document.querySelector('input[name=""dataVencimentoTit""]');

var hoje = new Date();
var quinzeDias = new Date(hoje.getTime() + 1296e6);
emissao.value = formatarData(hoje);
vencimento.value = formatarData(quinzeDias);
</code></pre>

<h2>Exemplo: <a href=""https://jsfiddle.net/3zymmpxb/1"" rel=""nofollow"">https://jsfiddle.net/3zymmpxb/1</a></h2>
","134729"
"135236","135237","<p>Olá,</p>

<p>Tenho o seguinte script:</p>

<pre><code>&lt;script&gt;
function TestaCPF(strCPF) {
    var Soma;
    var Resto;
    Soma = 0;
    if (strCPF == ""00000000000"") return false;

    for (i=1; i&lt;=9; i++) Soma = Soma + parseInt(strCPF.substring(i-1, i)) * (11 - i);
    Resto = (Soma * 10) % 11;

    if ((Resto == 10) || (Resto == 11))  Resto = 0;
    if (Resto != parseInt(strCPF.substring(9, 10)) ) return false;

    Soma = 0;
    for (i = 1; i &lt;= 10; i++) Soma = Soma + parseInt(strCPF.substring(i-1, i)) * (12 - i);
    Resto = (Soma * 10) % 11;

    if ((Resto == 10) || (Resto == 11))  Resto = 0;
    if (Resto != parseInt(strCPF.substring(10, 11) ) ) return false;
    return true;
}
var strCPF = ""12345678909"";
alert(TestaCPF(strCPF));
&lt;/script&gt;
</code></pre>

<p>Ele está validando o CPF, eu gostaria de saber como aplico em um Input...
Ex: Validou? O campo fica verde... Não validou? Vermelho.
Sei que tenho que usar o OnBlur no campo, mas ainda estou em duvida de como usar.</p>
","<p>Basta chamar a função a partir do evento <code>onblur</code> do <code>input</code>, como parâmetro você pode passar o próprio <code>elemento</code>/<code>input</code>, com isso para alterar a cor fica mais fácil.</p>

<p>Da seguinte forma:</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function TestaCPF(elemento) {
  cpf = elemento.value;
  cpf = cpf.replace(/[^\d]+/g, '');
  if (cpf == '') return elemento.style.backgroundColor = ""red"";
  // Elimina CPFs invalidos conhecidos    
  if (cpf.length != 11 ||
    cpf == ""00000000000"" ||
    cpf == ""11111111111"" ||
    cpf == ""22222222222"" ||
    cpf == ""33333333333"" ||
    cpf == ""44444444444"" ||
    cpf == ""55555555555"" ||
    cpf == ""66666666666"" ||
    cpf == ""77777777777"" ||
    cpf == ""88888888888"" ||
    cpf == ""99999999999"")
    return elemento.style.backgroundColor = ""red"";
  // Valida 1o digito 
  add = 0;
  for (i = 0; i &lt; 9; i++)
    add += parseInt(cpf.charAt(i)) * (10 - i);
  rev = 11 - (add % 11);
  if (rev == 10 || rev == 11)
    rev = 0;
  if (rev != parseInt(cpf.charAt(9)))
    return elemento.style.backgroundColor = ""red"";
  // Valida 2o digito 
  add = 0;
  for (i = 0; i &lt; 10; i++)
    add += parseInt(cpf.charAt(i)) * (11 - i);
  rev = 11 - (add % 11);
  if (rev == 10 || rev == 11)
    rev = 0;
  if (rev != parseInt(cpf.charAt(10)))
   return elemento.style.backgroundColor = ""red"";
  return elemento.style.backgroundColor = ""blue"";
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;input type=""text"" onblur=""TestaCPF(this)""&gt;</code></pre>
</div>
</div>
</p>

<hr>

<p>Detalhe, alterei sua função de verificação de cpf pra uma outra que esta disponível em: <a href=""http://www.geradorcpf.com/javascript-validar-cpf.htm"" rel=""nofollow"">http://www.geradorcpf.com/javascript-validar-cpf.htm</a> porque não consegui entender seu código de verificação. Mas deve funcionar do mesmo modo se você alterar seu código nos locais onde tem o <code>return false</code> ou <code>true</code> por <code>return elemento.style.backgroundColor = ""red/blue"";</code></p>
","135237"
"135303","135313","<p>Ola!
Tenho um objeto com funcao drag no adobe edge animate e gostaria de saber como e possivel definir uma area onde sera possivel arrastar o objeto.
grata</p>
","<p>Se você modificar a função de drag: Antes de você atualizar a posição do objeto ""arrastável"" você só precisa checar se:</p>

<ul>
<li><ol>
<li>o X vai ser maior que ou igual ao X do X da área;</li>
</ol></li>
<li><ol start=""2"">
<li>o X + largura vai ser menor que o X da área + a largura da área;</li>
</ol></li>
<li><ol start=""3"">
<li>o Y vai ser maior que ou igual ao Y do Y da área;</li>
</ol></li>
<li><ol start=""2"">
<li>o Y + altura vai ser menor que o Y da área + a altura da área;</li>
</ol></li>
</ul>

<p>Se não, a posição do objeto não é atualizada. Onde você atualiza a posição do objeto quando arrastado você faz algo como isso:</p>

<pre><code>if(obj.x &gt;= limit.x &amp;&amp; obj.x + obj.width &lt;= limit.x + limit.width
obj.y &gt;= limit.y &amp;&amp; obj.y &lt;= limit.y + obj.height ) {
    // Deve ser provavelmente assim que você atualiza a posição?
    obj.x = e.clientX;
    obj.y = e.clientY;
}
// `limit` seria algo como {x: 10, y: 10, width: 200, height: 200}
// O limit pode ser declarado de forma que possa ser usado.
// var limit = {x: 10, y: 10, width: 200, height: 200};
</code></pre>

<p>Mas parece que você está utilizando jQuery e a função de arrastar o objeto (no seu caso) é interior. Eu não conheço muito bem o jQuery. Talvez tentar atualizar o Y do objeto toda vez que o ponteiro do mouse se move pode ser funcional, caso o Y seja atualizado depois de o objeto ser arrastado.</p>

<pre><code>sym.$('car2').mousemove(function() {
    $(this).css({'top': y});
});
</code></pre>
","135313"
"135553","135749","<p>O seguinte script encontrado aqui no Stack imprime de ""aaa"" a ""zzz"" através do incremento de letras em ordem, uma a uma: </p>

<pre><code>var str= 'aaa',
s= str;

while(str!=='zzz') {
  str= ((parseInt(str, 36)+1).toString(36)).replace(/0/g,'a');
  s+= '&lt;br/&gt; '+str;
}

document.body.innerHTML= s;
</code></pre>

<p>Saída: </p>

<pre><code>aaa
aab
aac
...
aba
abb
abc
...
zzy
zzz
</code></pre>

<p>Meu intuito é continuar essa lógica, porém incluindo caracteres especiais, utilizando <code>String.fromCharCode()</code> do índice 33 ao 126.</p>

<p>Esse intervalo numérico já inclui todos os caracteres especiais, letras e números.</p>

<blockquote>
  <p>A saída desejada deverá conter 16 caracteres, e não somente os três
  acima.</p>
</blockquote>

<p>Qual modificações seriam necessárias no script para realizar essa tarefa?</p>
","<p>Na teoria o código vai resolver seu problema, utilizei a variável ""n"" como um ponteiro para saber qual posição do array deveria incrementar, porem acredito que na pratica vai demorar muitoooooooo a execução deste script independente do meio a ser utilizado.</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>var v = [33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33];
var result = [];
var n = 15;
result.push(String.fromCharCode(v[0],v[1],v[2],v[3],v[4],v[5],v[6],v[7],v[8],v[9],v[10],v[11],v[12],v[13],v[14],v[15]));

while (v[n] != 126 || n != 0) {
  if (v[n] == 126 &amp;&amp; n != 0){
    v[n] = 33;
    n--;
  }
  else {
    if (v[n] != 126) {
      v[n]++;
      result.push(String.fromCharCode(v[0],v[1],v[2],v[3],v[4],v[5],v[6],v[7],v[8],v[9],v[10],v[11],v[12],v[13],v[14],v[15]));
      n = 15;
    }
    else {
      result.push(String.fromCharCode(v[0],v[1],v[2],v[3],v[4],v[5],v[6],v[7],v[8],v[9],v[10],v[11],v[12],v[13],v[14],v[15]));
    }
  }
};

var retorno = result.join('&lt;br/&gt;');</code></pre>
</div>
</div>
</p>
","135749"
"135704","135712","<p>Como obter data atual com o horario em js?</p>

<p>Preciso saber quantos dias correram após certa data. Estou usando o momentjs</p>

<pre><code>var start = moment( ""2016/06/17"" );
var end = moment( new Date() );
var time = date_start.to(date_end);
console.log( moment.duration(time, 'days').humanize());
</code></pre>

<p>O meu problema, é que para o mesmo dia, eu preciso da diferença de horas da data. Só que os horario está zerado, então a diferença é igual a zero. </p>
","<p>vc pode usar a função diff do momentjs.E ao criar um novo moment() vc já esta criando ele com a data atual.</p>

<p><strong>[EDITADO]</strong></p>

<p>Caso você queira que o texto apareça em português basta adicionar a biblioteca pt-br.js e colocar como primeiro comando do js moment.locale('pt-BR');</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>moment.locale(""pt-BR"");
var start = moment(""2016-06-17T09:00:00"");
var end = moment();

console.log(start);
console.log(end);
console.log(moment.duration(end.diff(start,true)).humanize());</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;script src=""https://cdnjs.cloudflare.com/ajax/libs/moment.js/2.13.0/moment.min.js""&gt;&lt;/script&gt;
&lt;script src=""https://cdnjs.cloudflare.com/ajax/libs/moment.js/2.10.6/locale/pt-br.js""&gt;&lt;/script&gt;</code></pre>
</div>
</div>
</p>
","135712"
"136917","136920","<p>Tenho um sistema de chat, e o botão de enviar não deve ser habilitado enquanto o usuário não digitar alguma letra.</p>

<p>No exemplo abaixo o botão é habilitado quando o usuário digita algo, porém se ele digitar somente espaços o botão é exibido.</p>

<pre><code>$('#msg').on('keyup',function() {
var textarea_value = $(""#msg"").val();

if(textarea_value != '') {
    $('.button-enviar').attr('disabled' , false);
    $('.button-enviar').removeClass('disabled');
}else{
    $('.button-enviar').attr('disabled' , true);
    $('.button-enviar').addClass('disabled');
}
});
</code></pre>

<p>Como verificar se a variável <strong>textarea_value</strong> contém somente espaços? Para assim não habilitar o botão.</p>
","<p>Aproveitando o código que tem e usando <a href=""http://www.w3schools.com/jsref/jsref_trim_string.asp"" rel=""nofollow"">trim()</a>, serve para retirar os espaços de fim/inicio de uma string:</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>$('#msg').on('keyup',function() {
    var textarea_value = $(""#msg"").val().trim();
    if(textarea_value != '') {
        $('.button-enviar').attr('disabled' , false);
        $('.button-enviar').removeClass('disabled');
    }
    else{
        $('.button-enviar').attr('disabled' , true);
        $('.button-enviar').addClass('disabled');
    }
});</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;script src=""https://ajax.googleapis.com/ajax/libs/jquery/2.1.1/jquery.min.js""&gt;&lt;/script&gt;
&lt;textarea id=""msg""&gt;&lt;/textarea&gt;
&lt;button type=""button"" class=""button-enviar"" disabled&gt;ENVIAR&lt;/button&gt;</code></pre>
</div>
</div>
</p>
","136920"
"136922","136923","<p>Digamos que tenho:</p>

<pre><code> &lt;section id=""ele-section1""&gt;
    &lt;div data-section=""1""&gt;
        &lt;div class=""not_this""&gt;
            &lt;div&gt;
                &lt;div class=""ele2""&gt;
                    &lt;div id=""ele3""&gt;
                        &lt;div class=""ele4""&gt;
                            &lt;div class=""child""&gt;
                                &lt;!-- Conteúdo --&gt;
                            &lt;/div&gt;
                        &lt;/div&gt;
                    &lt;/div&gt;
                &lt;/div&gt;
            &lt;/div&gt;
        &lt;/div&gt;
    &lt;/div&gt;
&lt;/section&gt;
</code></pre>

<p>Quero 'agarrar' todos os elementos que sejam pais de <code>.ele4</code> exceto <code>.not_this</code> (também quero os acima deste).</p>

<p>Sei que com a ajuda de jQuery podia fazer-se assim:</p>

<pre><code>$('.ele4').parents().not('.not_this, body, html');
</code></pre>

<p>Mas gostava de fazer esta funcionalidade somente em js nativo. Como fazer?</p>
","<p>Podes usar o <a href=""https://developer.mozilla.org/en-US/docs/Web/API/Element/matches"" rel=""nofollow""><code>Element.matches</code></a> que verifica se um elemento tem um certo seletor CSS, ou melhor se seria selecionado com um dado seletor CSS. Caso seja para usar em browsers antigos há um polyfill nesse link em cima para fazer uso da lógica do <code>.matches</code>.</p>

<p>Assim a funcão poderia ser assim:</p>

<pre><code>var getParents = (function() {
    function match(el, classes) {
        return classes.filter(function(css) {
            return el.matches(css);
        }).length != 0;
    }

    return function(from, not /*, not2, etc...*/ ) {
        var args = [].slice.call(arguments);
        var el = document.querySelector(args.shift());
        var parents = [];
        while (el = el.parentElement) {
            if (!match(el, args)) parents.push(el);
        }
        return parents;
    }
})();

console.log(getParents('.ele4', '.not_this', '#teste', 'body', 'html')); 
// dá [div#ele3, div.ele2, div, div, section#ele-section1]
</code></pre>

<p>E nessa seleção ficam de fora elemento(s) com classe <code>not_this</code> e também a id <code>teste</code>, para além do <code>body</code> e do <code>html</code></p>

<h3>jsFiddle: <a href=""https://jsfiddle.net/4n4od3a8/"" rel=""nofollow"">https://jsfiddle.net/4n4od3a8/</a></h3>
","136923"
"137315","137321","<p>Alguém sabe se é possível fazer um código em JavaScript para que uma página em meu site receba uma transição lenta onde depois de alguns segundos ela fique de outra cor...
Ou seja: quero que comece com opacidade 0 e depois de 1 minuto sua opacidade fiquem em 100% deixando tudo o que tem na pagina invisível.</p>
","<p>Há diversas maneiras de se fazer isto usando <code>jQuery</code>,algumas são : </p>

<p>Você pode usar <code>setTimeOut()</code> do <code>jQuery</code> que chama uma função depois de um determinado tempo ou executa um código depois de um tempo(em milissegundos).</p>

<p><strong>Exemplo :</strong> </p>

<pre><code>function explode(){
  alert(""Boom!"");
}
setTimeout(explode, 2000);
</code></pre>

<p>Acima no código,a função <code>explode()</code> será executada em 2 segundos(2000 milissegundos).</p>

<p>Para melhor entendimento,aconselho você olhar <a href=""https://www.sitepoint.com/jquery-settimeout-function-examples/"" rel=""nofollow"">aqui</a> na documentação sobre esta função.</p>

<p>Você pode usar também <code>animate()</code> que também tem uma função parecida para poder executar um trecho de código ou função em um determinado tempo.</p>

<p><strong>Exemplo :</strong></p>

<pre><code>var x = document.getElementById('home_page');

$(x).animate({opacity:1.0},2000);
</code></pre>

<p>No exemplo acima,a função <code>animate()</code> irá dar opacidade a <code>home_page</code> em 2 segundos(2000 milissegundos).</p>

<p>Para melhor entendimento lhe aconselho a dar uma olhada na documentação oficial <a href=""http://api.jquery.com/animate/"" rel=""nofollow"">aqui</a>.</p>
","137321"
"137444","137447","<p>Tenho no document HTML um determinado <em>elemento</em> que tem números ordinais do 0 a 9.</p>

<p>Estou tentando usar o método <code>reverse();</code> para inverter a ordem dos numeros no meu elemento. A lógica deveria ser:</p>

<p>1- capturar a saída(out) do <em>elemento</em> <code>id</code>, que esta numa <em>tag</em> <code>&lt;span&gt;</code><br>
2- fazer a inversão de 9 - 0<br>
3- voltar a colocar no elemento.</p>

<h1>Codigo de Tentativa</h1>

<pre><code>&lt;script&gt;
window.onclick = function(){
    var listar = document.getElementById('txt');
    document.getElementById('txt').innerHTML   = listar.reverse();
}
&lt;/script&gt;

&lt;body&gt;
    // Aqui No corpo do documento HTML
    &lt;span id='txt'&gt;0 1 2 3 4 5 6 7 8 9&lt;/span&gt;
&lt;/body&gt;
</code></pre>
","<p>Alguns problemas no teu código:</p>

<p>a) Quando usas <code>listar.reverse();</code> esse listar é um elemento, e imagino que precises do <code>.innerHTML</code> do elemento.</p>

<p>b) As strings não têm o método <code>reverse</code> quem o tem são as Arrays. Assim tens de criar e ""descriar"" uma array para inverter esse texto.</p>

<p>c) O teu <code>&lt;script&gt;</code> não está nem no <code>body</code> nem no <code>head</code>. Talvez tenha ficado assim para o exemplo, mas deve estar dentro de um deles.</p>

<p>Podes fazer tudo assim:</p>

<pre><code>window.onclick = function() {
  var listar = document.getElementById('txt');
  listar.innerHTML = listar.innerHTML.split('').reverse().join('');
}
</code></pre>

<h3>jsFiddle: <a href=""https://jsfiddle.net/kr0v10ax/"" rel=""nofollow"">https://jsfiddle.net/kr0v10ax/</a></h3>
","137447"
"137569","137609","<p>Tenho a necessidade de alterar o conteudo de uma coluna com javascript, para não ter a necessidade de usar o php com apache. Já que executaria com html e javascript.</p>

<p>Seria um arquivo com 10 colunas e somente modificaria a 5º coluna e que somente a célula que tivesse em branco.</p>

<p><code>1|1|1|1| |1|1|1|1|1|</code></p>

<p>O arquivo seria setado pelo formulário e alteraria a 5º coluna que estivesse com valor em branco com conteúdo de um campo texto do formulário.</p>

<p>E fazer isso para as próximas linhas do mesmo texto.</p>
","<p>O que dá pra fazer em Javascript é um método que altere o conteúdo:</p>

<pre><code>var content = '1|1|1|1| |1|1|1|1|1|';

 alterContent(content, '123');
 function alterContent(content, val) {
 var add = [];
    content.split('|').forEach(function(v, e){
      add[e] = (e == 4 &amp;&amp; (v == ' '|| v == '')) ? val : v;
    });
    return add.join('|');
 }
</code></pre>

<p>Se precisar fazer isso para cada linha, é só passar o método dentro de um laço e testar cada linha:</p>

<pre><code>var content =  ""1|1|1|1| |1|1|1|1|1|\n1|1|1|1| |1|1|1|1|1|\n1|1|1|1|1|1|1|1|1|1|"";
var linhas = content.split(""\n"");

/* passa a posição 2, se usar parâmetro: null,
   ignora a regra de linha, e testa todas as linhas */
alterarLinhas(linhas, '123', 2);

function alterarLinhas(linhas, val, posicao_linha) {
    for (var i=0; i &lt;= linhas.length; i++) {
        if (posicao_linha != null) {
           if (posicao_linha == i) {
              linhas[i] = alterContent(linhas[i], val);
           } else {
              linhas[i] = val;
           }
        } else {
           linhas[i] = alterContent(linhas[i], val);
        }
    }
return linhas.join(""\n"");
}

function alterContent(content, val) {
    var add = [];
    content.split('|').forEach(function(v, e){
          add[e] = (e == 4 &amp;&amp; (v == ' '|| v == '')) ? val : v;
    });
    return add.join('|');
}
</code></pre>

<p><a href=""https://jsfiddle.net/51pzn8vf/2/"" rel=""nofollow noreferrer""><strong>1º exemplo JSFIDDLE</strong></a><br>
<a href=""https://jsfiddle.net/ivanferrer/yszzkLh4/"" rel=""nofollow noreferrer""><strong>2º exemplo JSFIDDLE</strong></a></p>

<p>Quanto a ler, alterar e gravar: <a href=""https://pt.stackoverflow.com/questions/7974/escrevendo-e-lendo-arquivo-via-javascript""><strong>veja isso</strong></a>.</p>
","137609"
"137695","137701","<p>gostaria de saber como faço uma validação de formulário para que não deixe os campos em branco nos celular, já fiz varios modos, no pc funciona mas no celular não funcionou de nenhum modo, como eu faria isso?</p>

<pre><code>&lt;script language=""JavaScript""&gt;
    function ValidaSemPreenchimento(form) {
        for (i = 0; i &lt; form.length; i++) {
            var obg = form[i].obrigatorio;
            if (obg == 1) {
                if (form[i].value == """") {
                    var nome = form[i].name
                    alert(""Os campos chave é obrigatório."")
                    form[i].focus();
                    return false
                }
            }
        }
        return true
    }

&lt;/script&gt;

&lt;form name=""form"" id=""form"" action=""send.php"" method=""post"" onSubmit=""return ValidaSemPreenchimento(this)""&gt;
</code></pre>
","<p>Por que você não usa jQuery ? Será mais simples para não deixar que o input fique em branco caso o usuário tente enviar o formulário com campos brancos.</p>

<p>Você pode usar <a href=""https://jqueryvalidation.org/"" rel=""nofollow"">este simples plugin</a> de jQuery.</p>

<p><strong>jQuery :</strong> </p>

<pre><code>$(document).ready(function () {

    $('#myform').validate({ // initialize the plugin
        rules: {
            field1: {
                required: true,
                email: true
            },
            field2: {
                required: true,
                minlength: 5
            }
        }
    });

});
</code></pre>

<p><strong>HTML :</strong> </p>

<pre><code>&lt;form id=""myform""&gt;
    &lt;input type=""text"" name=""field1"" /&gt;
    &lt;input type=""text"" name=""field2"" /&gt;
    &lt;input type=""submit"" /&gt;
&lt;/form&gt;
</code></pre>

<p><strong>Exemplo funcionando com este código :</strong>   <a href=""http://jsfiddle.net/xs5vrrso/"" rel=""nofollow"">http://jsfiddle.net/xs5vrrso/</a></p>

<p><strong>Outras opções :</strong> <a href=""https://jqueryvalidation.org/validate"" rel=""nofollow"">https://jqueryvalidation.org/validate</a></p>

<p><strong>Plugins :</strong> <a href=""https://jqueryvalidation.org/category/plugin/"" rel=""nofollow"">https://jqueryvalidation.org/category/plugin/</a></p>
","137701"
"137772","137776","<p>Desejo criar um contador automático, que venha marcando em que número se encontra a cada segundo.</p>

<p>Para isso acontecer, tenho em mente que ele deverá pular de um <em>elemento</em> <code>&lt;a&gt;</code> para outro a cada segundo.</p>

<p>Estou efetuando testes manualmente, para depois programar a auto-contagem. </p>

<p>A lógica toda é simples, a cada clique uma descida para um número anterior</p>

<h1>Código</h1>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>el = document.getElementsByTagName('a')

var x = 0, y = 0;

function voltar()
{
if(y == 6 || x == 0) 
alert(""Limite!"");
else {
el[x].style.color = ""red"";
el[y].style.color = ""black"";
}
x--;
}</code></pre>
<pre class=""snippet-code-css lang-css prettyprint-override""><code>a
{ 
text-decoration: none;

cursor: pointer;

padding: 3px; 

color: black; 
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;a onclick=""voltar(x--)"" id=""menos""&gt;Você está no:&lt;/a&gt;

&lt;a&gt;1&lt;/a&gt;
&lt;a&gt;2&lt;/a&gt;
&lt;a&gt;3&lt;/a&gt;
&lt;a&gt;4&lt;/a&gt;
&lt;a style=""color:red""&gt;5&lt;/a&gt;</code></pre>
</div>
</div>
</p>

<p><br></p>

<p><strong>A cada clique</strong> na palavra <em>Você está no:</em> então ele deveria descer para o <strong>número menor/antecessor</strong></p>

<blockquote>
  <p><strong>NOTA -</strong> a cor anterior deve ser restaurada, ficando em cor vermelho só o número em destaque. </p>
</blockquote>
","<p>Fiz algumas alterações com seu snippet.
Verifique se é isso que você quer.</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>el = document.getElementsByTagName('a')

var x = 0;

function voltar(limit)
{
  
  if(x == 0) x = limit;

for(var i = 0; i &lt; el.length; i++){
  el[i].className = """";
}
  el[x].className = ""color"";
  
  x--;

}</code></pre>
<pre class=""snippet-code-css lang-css prettyprint-override""><code>a
{ 
text-decoration: none;

cursor: pointer;

padding: 3px; 

color: black; 
}

.color {
  color:red;
  }</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;a onclick=""voltar(5)"" id=""menos""&gt;Você está no:&lt;/a&gt;


&lt;a&gt;1&lt;/a&gt;
&lt;a&gt;2&lt;/a&gt;
&lt;a&gt;3&lt;/a&gt;
&lt;a&gt;4&lt;/a&gt;
&lt;a class=""red""&gt;5&lt;/a&gt;</code></pre>
</div>
</div>
</p>
","137776"
